a1 1.0	a1
ngir1 1.0	ng ir1
ngir2 1.0	ng ir2
ngir3 1.0	ng ir3
ngir4 1.0	ng ir4
ngir5 1.0	ng ir5
ngir6 1.0	ng ir6
ngir7 1.0	ng ir7
ngir8 1.0	ng ir8
ngir9 1.0	ng ir9
ngirn1 1.0	ng irn1
ngirn2 1.0	ng irn2
ngirn3 1.0	ng irn3
ngirn4 1.0	ng irn4
ngirn5 1.0	ng irn5
ngirn6 1.0	ng irn6
ngirn7 1.0	ng irn7
ngirn8 1.0	ng irn8
ngirn9 1.0	ng irn9
ngit1 1.0	ng it1
ngit2 1.0	ng it2
ngit3 1.0	ng it3
ngit4 1.0	ng it4
ngit5 1.0	ng it5
ngit6 1.0	ng it6
ngit7 1.0	ng it7
ngit8 1.0	ng it8
ngit9 1.0	ng it9
ngiu1 1.0	ng iu1
ngiu2 1.0	ng iu2
ngiu3 1.0	ng iu3
ngiu4 1.0	ng iu4
ngiu5 1.0	ng iu5
ngiu6 1.0	ng iu6
ngiu7 1.0	ng iu7
ngiu8 1.0	ng iu8
ngiu9 1.0	ng iu9
ngiuh1 1.0	ng iuh1
ngiuh2 1.0	ng iuh2
ngiuh3 1.0	ng iuh3
ngiuh4 1.0	ng iuh4
ngiuh5 1.0	ng iuh5
ngiuh6 1.0	ng iuh6
ngiuh7 1.0	ng iuh7
ngiuh8 1.0	ng iuh8
ngiuh9 1.0	ng iuh9
ngiunn1 1.0	ng iunn1
ngiunn2 1.0	ng iunn2
ngiunn3 1.0	ng iunn3
ngiunn4 1.0	ng iunn4
ngiunn5 1.0	ng iunn5
ngiunn6 1.0	ng iunn6
ngiunn7 1.0	ng iunn7
ngiunn8 1.0	ng iunn8
ngiunn9 1.0	ng iunn9
ngm1 1.0	ng m1
ngm2 1.0	ng m2
ngm3 1.0	ng m3
ngm4 1.0	ng m4
ngm5 1.0	ng m5
ngm6 1.0	ng m6
ngm7 1.0	ng m7
ngm8 1.0	ng m8
ngm9 1.0	ng m9
ngmh1 1.0	ng mh1
ngmh2 1.0	ng mh2
ngmh3 1.0	ng mh3
ngmh4 1.0	ng mh4
ngmh5 1.0	ng mh5
ngmh6 1.0	ng mh6
ngmh7 1.0	ng mh7
ngmh8 1.0	ng mh8
ngmh9 1.0	ng mh9
ngng1 1.0	ng ng1
ngng2 1.0	ng ng2
ngng3 1.0	ng ng3
ngng4 1.0	ng ng4
ngng5 1.0	ng ng5
ngng6 1.0	ng ng6
ngng7 1.0	ng ng7
ngng8 1.0	ng ng8
ngng9 1.0	ng ng9
ngngh1 1.0	ng ngh1
ngngh2 1.0	ng ngh2
ngngh3 1.0	ng ngh3
ngngh4 1.0	ng ngh4
ngngh5 1.0	ng ngh5
ngngh6 1.0	ng ngh6
ngngh7 1.0	ng ngh7
ngngh8 1.0	ng ngh8
ngngh9 1.0	ng ngh9
ngo1 1.0	ng o1
ngo2 1.0	ng o2
ngo3 1.0	ng o3
ngo4 1.0	ng o4
ngo5 1.0	ng o5
ngo6 1.0	ng o6
ngo7 1.0	ng o7
ngo8 1.0	ng o8
ngo9 1.0	ng o9
ngoh1 1.0	ng oh1
ngoh2 1.0	ng oh2
ngoh3 1.0	ng oh3
ngoh4 1.0	ng oh4
ngoh5 1.0	ng oh5
ngoh6 1.0	ng oh6
ngoh7 1.0	ng oh7
ngoh8 1.0	ng oh8
ngoh9 1.0	ng oh9
ngok1 1.0	ng ok1
ngok2 1.0	ng ok2
ngok3 1.0	ng ok3
ngok4 1.0	ng ok4
ngok5 1.0	ng ok5
ngok6 1.0	ng ok6
ngok7 1.0	ng ok7
ngok8 1.0	ng ok8
ngok9 1.0	ng ok9
ngom1 1.0	ng om1
ngom2 1.0	ng om2
ngom3 1.0	ng om3
ngom4 1.0	ng om4
ngom5 1.0	ng om5
ngom6 1.0	ng om6
ngom7 1.0	ng om7
ngom8 1.0	ng om8
ngom9 1.0	ng om9
ngong1 1.0	ng ong1
ngong2 1.0	ng ong2
ngong3 1.0	ng ong3
ngong4 1.0	ng ong4
ngong5 1.0	ng ong5
ngong6 1.0	ng ong6
ngong7 1.0	ng ong7
ngong8 1.0	ng ong8
ngong9 1.0	ng ong9
ngonn1 1.0	ng onn1
ngonn2 1.0	ng onn2
ngonn3 1.0	ng onn3
ngonn4 1.0	ng onn4
ngonn5 1.0	ng onn5
ngonn6 1.0	ng onn6
ngonn7 1.0	ng onn7
ngonn8 1.0	ng onn8
ngonn9 1.0	ng onn9
ngonnh1 1.0	ng onnh1
ngonnh2 1.0	ng onnh2
ngonnh3 1.0	ng onnh3
ngonnh4 1.0	ng onnh4
ngonnh5 1.0	ng onnh5
ngonnh6 1.0	ng onnh6
ngonnh7 1.0	ng onnh7
ngonnh8 1.0	ng onnh8
ngonnh9 1.0	ng onnh9
ngoo1 1.0	ng oo1
ngoo2 1.0	ng oo2
ngoo3 1.0	ng oo3
ngoo4 1.0	ng oo4
ngoo5 1.0	ng oo5
ngoo6 1.0	ng oo6
ngoo7 1.0	ng oo7
ngoo8 1.0	ng oo8
ngoo9 1.0	ng oo9
ngooh1 1.0	ng ooh1
ngooh2 1.0	ng ooh2
ngooh3 1.0	ng ooh3
ngooh4 1.0	ng ooh4
ngooh5 1.0	ng ooh5
ngooh6 1.0	ng ooh6
ngooh7 1.0	ng ooh7
ngooh8 1.0	ng ooh8
ngooh9 1.0	ng ooh9
ngop1 1.0	ng op1
ngop2 1.0	ng op2
ngop3 1.0	ng op3
ngop4 1.0	ng op4
ngop5 1.0	ng op5
ngop6 1.0	ng op6
ngop7 1.0	ng op7
ngop8 1.0	ng op8
ngop9 1.0	ng op9
ngu1 1.0	ng u1
ngu2 1.0	ng u2
ngu3 1.0	ng u3
ngu4 1.0	ng u4
ngu5 1.0	ng u5
ngu6 1.0	ng u6
ngu7 1.0	ng u7
ngu8 1.0	ng u8
ngu9 1.0	ng u9
ngua1 1.0	ng ua1
ngua2 1.0	ng ua2
ngua3 1.0	ng ua3
ngua4 1.0	ng ua4
ngua5 1.0	ng ua5
ngua6 1.0	ng ua6
ngua7 1.0	ng ua7
ngua8 1.0	ng ua8
ngua9 1.0	ng ua9
nguah1 1.0	ng uah1
nguah2 1.0	ng uah2
nguah3 1.0	ng uah3
nguah4 1.0	ng uah4
nguah5 1.0	ng uah5
nguah6 1.0	ng uah6
nguah7 1.0	ng uah7
nguah8 1.0	ng uah8
nguah9 1.0	ng uah9
nguai1 1.0	ng uai1
nguai2 1.0	ng uai2
nguai3 1.0	ng uai3
nguai4 1.0	ng uai4
nguai5 1.0	ng uai5
nguai6 1.0	ng uai6
nguai7 1.0	ng uai7
nguai8 1.0	ng uai8
nguai9 1.0	ng uai9
nguainn1 1.0	ng uainn1
nguainn2 1.0	ng uainn2
nguainn3 1.0	ng uainn3
nguainn4 1.0	ng uainn4
nguainn5 1.0	ng uainn5
nguainn6 1.0	ng uainn6
nguainn7 1.0	ng uainn7
nguainn8 1.0	ng uainn8
nguainn9 1.0	ng uainn9
nguainnh1 1.0	ng uainnh1
nguainnh2 1.0	ng uainnh2
nguainnh3 1.0	ng uainnh3
nguainnh4 1.0	ng uainnh4
nguainnh5 1.0	ng uainnh5
nguainnh6 1.0	ng uainnh6
nguainnh7 1.0	ng uainnh7
nguainnh8 1.0	ng uainnh8
nguainnh9 1.0	ng uainnh9
nguan1 1.0	ng uan1
nguan2 1.0	ng uan2
nguan3 1.0	ng uan3
nguan4 1.0	ng uan4
nguan5 1.0	ng uan5
nguan6 1.0	ng uan6
nguan7 1.0	ng uan7
nguan8 1.0	ng uan8
nguan9 1.0	ng uan9
nguang1 1.0	ng uang1
nguang2 1.0	ng uang2
nguang3 1.0	ng uang3
nguang4 1.0	ng uang4
nguang5 1.0	ng uang5
nguang6 1.0	ng uang6
nguang7 1.0	ng uang7
nguang8 1.0	ng uang8
nguang9 1.0	ng uang9
nguann1 1.0	ng uann1
nguann2 1.0	ng uann2
nguann3 1.0	ng uann3
nguann4 1.0	ng uann4
nguann5 1.0	ng uann5
nguann6 1.0	ng uann6
nguann7 1.0	ng uann7
nguann8 1.0	ng uann8
nguann9 1.0	ng uann9
nguat1 1.0	ng uat1
nguat2 1.0	ng uat2
nguat3 1.0	ng uat3
nguat4 1.0	ng uat4
nguat5 1.0	ng uat5
nguat6 1.0	ng uat6
nguat7 1.0	ng uat7
nguat8 1.0	ng uat8
nguat9 1.0	ng uat9
ngue1 1.0	ng ue1
ngue2 1.0	ng ue2
ngue3 1.0	ng ue3
ngue4 1.0	ng ue4
ngue5 1.0	ng ue5
ngue6 1.0	ng ue6
ngue7 1.0	ng ue7
ngue8 1.0	ng ue8
ngue9 1.0	ng ue9
ngueh1 1.0	ng ueh1
ngueh2 1.0	ng ueh2
ngueh3 1.0	ng ueh3
ngueh4 1.0	ng ueh4
ngueh5 1.0	ng ueh5
ngueh6 1.0	ng ueh6
ngueh7 1.0	ng ueh7
ngueh8 1.0	ng ueh8
ngueh9 1.0	ng ueh9
nguh1 1.0	ng uh1
nguh2 1.0	ng uh2
nguh3 1.0	ng uh3
nguh4 1.0	ng uh4
nguh5 1.0	ng uh5
nguh6 1.0	ng uh6
nguh7 1.0	ng uh7
nguh8 1.0	ng uh8
nguh9 1.0	ng uh9
ngui1 1.0	ng ui1
ngui2 1.0	ng ui2
ngui3 1.0	ng ui3
ngui4 1.0	ng ui4
ngui5 1.0	ng ui5
ngui6 1.0	ng ui6
ngui7 1.0	ng ui7
ngui8 1.0	ng ui8
ngui9 1.0	ng ui9
nguih1 1.0	ng uih1
nguih2 1.0	ng uih2
nguih3 1.0	ng uih3
nguih4 1.0	ng uih4
nguih5 1.0	ng uih5
nguih6 1.0	ng uih6
nguih7 1.0	ng uih7
nguih8 1.0	ng uih8
nguih9 1.0	ng uih9
nguinn1 1.0	ng uinn1
nguinn2 1.0	ng uinn2
nguinn3 1.0	ng uinn3
nguinn4 1.0	ng uinn4
nguinn5 1.0	ng uinn5
nguinn6 1.0	ng uinn6
nguinn7 1.0	ng uinn7
nguinn8 1.0	ng uinn8
nguinn9 1.0	ng uinn9
ngun1 1.0	ng un1
ngun2 1.0	ng un2
ngun3 1.0	ng un3
ngun4 1.0	ng un4
ngun5 1.0	ng un5
ngun6 1.0	ng un6
ngun7 1.0	ng un7
ngun8 1.0	ng un8
ngun9 1.0	ng un9
ngut1 1.0	ng ut1
ngut2 1.0	ng ut2
ngut3 1.0	ng ut3
ngut4 1.0	ng ut4
ngut5 1.0	ng ut5
ngut6 1.0	ng ut6
ngut7 1.0	ng ut7
ngut8 1.0	ng ut8
ngut9 1.0	ng ut9
ni1 1.0	n i1
ni2 1.0	n i2
ni3 1.0	n i3
ni4 1.0	n i4
ni5 1.0	n i5
ni6 1.0	n i6
ni7 1.0	n i7
ni8 1.0	n i8
ni9 1.0	n i9
nia1 1.0	n ia1
nia2 1.0	n ia2
nia3 1.0	n ia3
nia4 1.0	n ia4
nia5 1.0	n ia5
nia6 1.0	n ia6
nia7 1.0	n ia7
nia8 1.0	n ia8
nia9 1.0	n ia9
niah1 1.0	n iah1
niah2 1.0	n iah2
niah3 1.0	n iah3
niah4 1.0	n iah4
niah5 1.0	n iah5
niah6 1.0	n iah6
niah7 1.0	n iah7
niah8 1.0	n iah8
niah9 1.0	n iah9
niak1 1.0	n iak1
niak2 1.0	n iak2
niak3 1.0	n iak3
niak4 1.0	n iak4
niak5 1.0	n iak5
niak6 1.0	n iak6
niak7 1.0	n iak7
niak8 1.0	n iak8
niak9 1.0	n iak9
niam1 1.0	n iam1
niam2 1.0	n iam2
niam3 1.0	n iam3
niam4 1.0	n iam4
niam5 1.0	n iam5
niam6 1.0	n iam6
niam7 1.0	n iam7
niam8 1.0	n iam8
niam9 1.0	n iam9
nian1 1.0	n ian1
nian2 1.0	n ian2
nian3 1.0	n ian3
nian4 1.0	n ian4
nian5 1.0	n ian5
nian6 1.0	n ian6
nian7 1.0	n ian7
nian8 1.0	n ian8
nian9 1.0	n ian9
niang1 1.0	n iang1
niang2 1.0	n iang2
niang3 1.0	n iang3
niang4 1.0	n iang4
niang5 1.0	n iang5
niang6 1.0	n iang6
niang7 1.0	n iang7
niang8 1.0	n iang8
niang9 1.0	n iang9
niann1 1.0	n iann1
niann2 1.0	n iann2
niann3 1.0	n iann3
niann4 1.0	n iann4
niann5 1.0	n iann5
niann6 1.0	n iann6
niann7 1.0	n iann7
niann8 1.0	n iann8
niann9 1.0	n iann9
niannh1 1.0	n iannh1
niannh2 1.0	n iannh2
niannh3 1.0	n iannh3
niannh4 1.0	n iannh4
niannh5 1.0	n iannh5
niannh6 1.0	n iannh6
niannh7 1.0	n iannh7
niannh8 1.0	n iannh8
niannh9 1.0	n iannh9
niap1 1.0	n iap1
niap2 1.0	n iap2
niap3 1.0	n iap3
niap4 1.0	n iap4
niap5 1.0	n iap5
niap6 1.0	n iap6
niap7 1.0	n iap7
niap8 1.0	n iap8
niap9 1.0	n iap9
niat1 1.0	n iat1
niat2 1.0	n iat2
niat3 1.0	n iat3
niat4 1.0	n iat4
niat5 1.0	n iat5
niat6 1.0	n iat6
niat7 1.0	n iat7
niat8 1.0	n iat8
niat9 1.0	n iat9
niau1 1.0	n iau1
niau2 1.0	n iau2
niau3 1.0	n iau3
niau4 1.0	n iau4
niau5 1.0	n iau5
niau6 1.0	n iau6
niau7 1.0	n iau7
niau8 1.0	n iau8
niau9 1.0	n iau9
niauh1 1.0	n iauh1
niauh2 1.0	n iauh2
niauh3 1.0	n iauh3
niauh4 1.0	n iauh4
niauh5 1.0	n iauh5
niauh6 1.0	n iauh6
niauh7 1.0	n iauh7
niauh8 1.0	n iauh8
niauh9 1.0	n iauh9
niaunn1 1.0	n iaunn1
niaunn2 1.0	n iaunn2
niaunn3 1.0	n iaunn3
niaunn4 1.0	n iaunn4
niaunn5 1.0	n iaunn5
niaunn6 1.0	n iaunn6
niaunn7 1.0	n iaunn7
niaunn8 1.0	n iaunn8
niaunn9 1.0	n iaunn9
nih1 1.0	n ih1
nih2 1.0	n ih2
nih3 1.0	n ih3
nih4 1.0	n ih4
nih5 1.0	n ih5
nih6 1.0	n ih6
nih7 1.0	n ih7
nih8 1.0	n ih8
nih9 1.0	n ih9
nik1 1.0	n ik1
nik2 1.0	n ik2
nik3 1.0	n ik3
nik4 1.0	n ik4
nik5 1.0	n ik5
nik6 1.0	n ik6
nik7 1.0	n ik7
nik8 1.0	n ik8
nik9 1.0	n ik9
nim1 1.0	n im1
nim2 1.0	n im2
nim3 1.0	n im3
nim4 1.0	n im4
nim5 1.0	n im5
nim6 1.0	n im6
nim7 1.0	n im7
nim8 1.0	n im8
nim9 1.0	n im9
nin1 1.0	n in1
nin2 1.0	n in2
nin3 1.0	n in3
nin4 1.0	n in4
nin5 1.0	n in5
nin6 1.0	n in6
nin7 1.0	n in7
nin8 1.0	n in8
nin9 1.0	n in9
ning1 1.0	n ing1
ning2 1.0	n ing2
ning3 1.0	n ing3
ning4 1.0	n ing4
ning5 1.0	n ing5
ning6 1.0	n ing6
ning7 1.0	n ing7
ning8 1.0	n ing8
ning9 1.0	n ing9
ninn1 1.0	n inn1
ninn2 1.0	n inn2
ninn3 1.0	n inn3
ninn4 1.0	n inn4
ninn5 1.0	n inn5
ninn6 1.0	n inn6
ninn7 1.0	n inn7
ninn8 1.0	n inn8
ninn9 1.0	n inn9
ninnh1 1.0	n innh1
ninnh2 1.0	n innh2
ninnh3 1.0	n innh3
ninnh4 1.0	n innh4
ninnh5 1.0	n innh5
ninnh6 1.0	n innh6
ninnh7 1.0	n innh7
ninnh8 1.0	n innh8
ninnh9 1.0	n innh9
nio1 1.0	n io1
nio2 1.0	n io2
nio3 1.0	n io3
nio4 1.0	n io4
nio5 1.0	n io5
nio6 1.0	n io6
nio7 1.0	n io7
nio8 1.0	n io8
nio9 1.0	n io9
nioh1 1.0	n ioh1
nioh2 1.0	n ioh2
nioh3 1.0	n ioh3
nioh4 1.0	n ioh4
nioh5 1.0	n ioh5
nioh6 1.0	n ioh6
nioh7 1.0	n ioh7
nioh8 1.0	n ioh8
nioh9 1.0	n ioh9
niok1 1.0	n iok1
niok2 1.0	n iok2
niok3 1.0	n iok3
niok4 1.0	n iok4
niok5 1.0	n iok5
niok6 1.0	n iok6
niok7 1.0	n iok7
niok8 1.0	n iok8
niok9 1.0	n iok9
niong1 1.0	n iong1
niong2 1.0	n iong2
niong3 1.0	n iong3
niong4 1.0	n iong4
niong5 1.0	n iong5
niong6 1.0	n iong6
niong7 1.0	n iong7
niong8 1.0	n iong8
niong9 1.0	n iong9
nionn1 1.0	n ionn1
nionn2 1.0	n ionn2
nionn3 1.0	n ionn3
nionn4 1.0	n ionn4
nionn5 1.0	n ionn5
nionn6 1.0	n ionn6
nionn7 1.0	n ionn7
nionn8 1.0	n ionn8
nionn9 1.0	n ionn9
niooh1 1.0	n iooh1
niooh2 1.0	n iooh2
niooh3 1.0	n iooh3
niooh4 1.0	n iooh4
niooh5 1.0	n iooh5
niooh6 1.0	n iooh6
niooh7 1.0	n iooh7
niooh8 1.0	n iooh8
niooh9 1.0	n iooh9
nior1 1.0	n ior1
nior2 1.0	n ior2
nior3 1.0	n ior3
nior4 1.0	n ior4
nior5 1.0	n ior5
nior6 1.0	n ior6
nior7 1.0	n ior7
nior8 1.0	n ior8
nior9 1.0	n ior9
nip1 1.0	n ip1
nip2 1.0	n ip2
nip3 1.0	n ip3
nip4 1.0	n ip4
nip5 1.0	n ip5
nip6 1.0	n ip6
nip7 1.0	n ip7
nip8 1.0	n ip8
nip9 1.0	n ip9
nir1 1.0	n ir1
nir2 1.0	n ir2
nir3 1.0	n ir3
nir4 1.0	n ir4
nir5 1.0	n ir5
nir6 1.0	n ir6
nir7 1.0	n ir7
nir8 1.0	n ir8
nir9 1.0	n ir9
nirn1 1.0	n irn1
nirn2 1.0	n irn2
nirn3 1.0	n irn3
nirn4 1.0	n irn4
nirn5 1.0	n irn5
nirn6 1.0	n irn6
nirn7 1.0	n irn7
nirn8 1.0	n irn8
nirn9 1.0	n irn9
nit1 1.0	n it1
nit2 1.0	n it2
nit3 1.0	n it3
nit4 1.0	n it4
nit5 1.0	n it5
nit6 1.0	n it6
nit7 1.0	n it7
nit8 1.0	n it8
nit9 1.0	n it9
niu1 1.0	n iu1
niu2 1.0	n iu2
niu3 1.0	n iu3
niu4 1.0	n iu4
niu5 1.0	n iu5
niu6 1.0	n iu6
niu7 1.0	n iu7
niu8 1.0	n iu8
niu9 1.0	n iu9
niuh1 1.0	n iuh1
niuh2 1.0	n iuh2
niuh3 1.0	n iuh3
niuh4 1.0	n iuh4
niuh5 1.0	n iuh5
niuh6 1.0	n iuh6
niuh7 1.0	n iuh7
niuh8 1.0	n iuh8
niuh9 1.0	n iuh9
niunn1 1.0	n iunn1
niunn2 1.0	n iunn2
niunn3 1.0	n iunn3
niunn4 1.0	n iunn4
niunn5 1.0	n iunn5
niunn6 1.0	n iunn6
niunn7 1.0	n iunn7
niunn8 1.0	n iunn8
niunn9 1.0	n iunn9
nm1 1.0	n m1
nm2 1.0	n m2
nm3 1.0	n m3
nm4 1.0	n m4
nm5 1.0	n m5
nm6 1.0	n m6
nm7 1.0	n m7
nm8 1.0	n m8
nm9 1.0	n m9
nmh1 1.0	n mh1
nmh2 1.0	n mh2
nmh3 1.0	n mh3
nmh4 1.0	n mh4
nmh5 1.0	n mh5
nmh6 1.0	n mh6
nmh7 1.0	n mh7
nmh8 1.0	n mh8
nmh9 1.0	n mh9
nng1 1.0	n ng1
nng2 1.0	n ng2
nng3 1.0	n ng3
nng4 1.0	n ng4
nng5 1.0	n ng5
nng6 1.0	n ng6
nng7 1.0	n ng7
nng8 1.0	n ng8
nng9 1.0	n ng9
nngh1 1.0	n ngh1
nngh2 1.0	n ngh2
nngh3 1.0	n ngh3
nngh4 1.0	n ngh4
nngh5 1.0	n ngh5
nngh6 1.0	n ngh6
nngh7 1.0	n ngh7
nngh8 1.0	n ngh8
nngh9 1.0	n ngh9
no1 1.0	n o1
no2 1.0	n o2
no3 1.0	n o3
no4 1.0	n o4
no5 1.0	n o5
no6 1.0	n o6
no7 1.0	n o7
no8 1.0	n o8
no9 1.0	n o9
noh1 1.0	n oh1
noh2 1.0	n oh2
noh3 1.0	n oh3
noh4 1.0	n oh4
noh5 1.0	n oh5
noh6 1.0	n oh6
noh7 1.0	n oh7
noh8 1.0	n oh8
noh9 1.0	n oh9
nok1 1.0	n ok1
nok2 1.0	n ok2
nok3 1.0	n ok3
nok4 1.0	n ok4
nok5 1.0	n ok5
nok6 1.0	n ok6
nok7 1.0	n ok7
nok8 1.0	n ok8
nok9 1.0	n ok9
nom1 1.0	n om1
nom2 1.0	n om2
nom3 1.0	n om3
nom4 1.0	n om4
nom5 1.0	n om5
nom6 1.0	n om6
nom7 1.0	n om7
nom8 1.0	n om8
nom9 1.0	n om9
nong1 1.0	n ong1
nong2 1.0	n ong2
nong3 1.0	n ong3
nong4 1.0	n ong4
nong5 1.0	n ong5
nong6 1.0	n ong6
nong7 1.0	n ong7
nong8 1.0	n ong8
nong9 1.0	n ong9
nonn1 1.0	n onn1
nonn2 1.0	n onn2
nonn3 1.0	n onn3
nonn4 1.0	n onn4
nonn5 1.0	n onn5
nonn6 1.0	n onn6
nonn7 1.0	n onn7
nonn8 1.0	n onn8
nonn9 1.0	n onn9
nonnh1 1.0	n onnh1
nonnh2 1.0	n onnh2
nonnh3 1.0	n onnh3
nonnh4 1.0	n onnh4
nonnh5 1.0	n onnh5
nonnh6 1.0	n onnh6
nonnh7 1.0	n onnh7
nonnh8 1.0	n onnh8
nonnh9 1.0	n onnh9
noo1 1.0	n oo1
noo2 1.0	n oo2
noo3 1.0	n oo3
noo4 1.0	n oo4
noo5 1.0	n oo5
noo6 1.0	n oo6
noo7 1.0	n oo7
noo8 1.0	n oo8
noo9 1.0	n oo9
nooh1 1.0	n ooh1
nooh2 1.0	n ooh2
nooh3 1.0	n ooh3
nooh4 1.0	n ooh4
nooh5 1.0	n ooh5
nooh6 1.0	n ooh6
nooh7 1.0	n ooh7
nooh8 1.0	n ooh8
nooh9 1.0	n ooh9
nop1 1.0	n op1
nop2 1.0	n op2
nop3 1.0	n op3
nop4 1.0	n op4
nop5 1.0	n op5
nop6 1.0	n op6
nop7 1.0	n op7
nop8 1.0	n op8
nop9 1.0	n op9
nu1 1.0	n u1
nu2 1.0	n u2
nu3 1.0	n u3
nu4 1.0	n u4
nu5 1.0	n u5
nu6 1.0	n u6
nu7 1.0	n u7
nu8 1.0	n u8
nu9 1.0	n u9
nua1 1.0	n ua1
nua2 1.0	n ua2
nua3 1.0	n ua3
nua4 1.0	n ua4
nua5 1.0	n ua5
nua6 1.0	n ua6
nua7 1.0	n ua7
nua8 1.0	n ua8
nua9 1.0	n ua9
nuah1 1.0	n uah1
nuah2 1.0	n uah2
nuah3 1.0	n uah3
nuah4 1.0	n uah4
nuah5 1.0	n uah5
nuah6 1.0	n uah6
nuah7 1.0	n uah7
nuah8 1.0	n uah8
nuah9 1.0	n uah9
nuai1 1.0	n uai1
nuai2 1.0	n uai2
nuai3 1.0	n uai3
nuai4 1.0	n uai4
nuai5 1.0	n uai5
nuai6 1.0	n uai6
nuai7 1.0	n uai7
nuai8 1.0	n uai8
nuai9 1.0	n uai9
nuainn1 1.0	n uainn1
nuainn2 1.0	n uainn2
nuainn3 1.0	n uainn3
nuainn4 1.0	n uainn4
nuainn5 1.0	n uainn5
nuainn6 1.0	n uainn6
nuainn7 1.0	n uainn7
nuainn8 1.0	n uainn8
nuainn9 1.0	n uainn9
nuainnh1 1.0	n uainnh1
nuainnh2 1.0	n uainnh2
nuainnh3 1.0	n uainnh3
nuainnh4 1.0	n uainnh4
nuainnh5 1.0	n uainnh5
nuainnh6 1.0	n uainnh6
nuainnh7 1.0	n uainnh7
nuainnh8 1.0	n uainnh8
nuainnh9 1.0	n uainnh9
nuan1 1.0	n uan1
nuan2 1.0	n uan2
nuan3 1.0	n uan3
nuan4 1.0	n uan4
nuan5 1.0	n uan5
nuan6 1.0	n uan6
nuan7 1.0	n uan7
nuan8 1.0	n uan8
nuan9 1.0	n uan9
nuang1 1.0	n uang1
nuang2 1.0	n uang2
nuang3 1.0	n uang3
nuang4 1.0	n uang4
nuang5 1.0	n uang5
nuang6 1.0	n uang6
nuang7 1.0	n uang7
nuang8 1.0	n uang8
nuang9 1.0	n uang9
nuann1 1.0	n uann1
nuann2 1.0	n uann2
nuann3 1.0	n uann3
nuann4 1.0	n uann4
nuann5 1.0	n uann5
nuann6 1.0	n uann6
nuann7 1.0	n uann7
nuann8 1.0	n uann8
nuann9 1.0	n uann9
nuat1 1.0	n uat1
nuat2 1.0	n uat2
nuat3 1.0	n uat3
nuat4 1.0	n uat4
nuat5 1.0	n uat5
nuat6 1.0	n uat6
nuat7 1.0	n uat7
nuat8 1.0	n uat8
nuat9 1.0	n uat9
nue1 1.0	n ue1
nue2 1.0	n ue2
nue3 1.0	n ue3
nue4 1.0	n ue4
nue5 1.0	n ue5
nue6 1.0	n ue6
nue7 1.0	n ue7
nue8 1.0	n ue8
nue9 1.0	n ue9
nueh1 1.0	n ueh1
nueh2 1.0	n ueh2
nueh3 1.0	n ueh3
nueh4 1.0	n ueh4
nueh5 1.0	n ueh5
nueh6 1.0	n ueh6
nueh7 1.0	n ueh7
nueh8 1.0	n ueh8
nueh9 1.0	n ueh9
nuh1 1.0	n uh1
nuh2 1.0	n uh2
nuh3 1.0	n uh3
nuh4 1.0	n uh4
nuh5 1.0	n uh5
nuh6 1.0	n uh6
nuh7 1.0	n uh7
nuh8 1.0	n uh8
nuh9 1.0	n uh9
nui1 1.0	n ui1
nui2 1.0	n ui2
nui3 1.0	n ui3
nui4 1.0	n ui4
nui5 1.0	n ui5
nui6 1.0	n ui6
nui7 1.0	n ui7
nui8 1.0	n ui8
nui9 1.0	n ui9
nuih1 1.0	n uih1
nuih2 1.0	n uih2
nuih3 1.0	n uih3
nuih4 1.0	n uih4
nuih5 1.0	n uih5
nuih6 1.0	n uih6
nuih7 1.0	n uih7
nuih8 1.0	n uih8
nuih9 1.0	n uih9
nuinn1 1.0	n uinn1
nuinn2 1.0	n uinn2
nuinn3 1.0	n uinn3
nuinn4 1.0	n uinn4
nuinn5 1.0	n uinn5
nuinn6 1.0	n uinn6
nuinn7 1.0	n uinn7
nuinn8 1.0	n uinn8
nuinn9 1.0	n uinn9
nun1 1.0	n un1
nun2 1.0	n un2
nun3 1.0	n un3
nun4 1.0	n un4
nun5 1.0	n un5
nun6 1.0	n un6
nun7 1.0	n un7
nun8 1.0	n un8
nun9 1.0	n un9
nut1 1.0	n ut1
nut2 1.0	n ut2
nut3 1.0	n ut3
nut4 1.0	n ut4
nut5 1.0	n ut5
nut6 1.0	n ut6
nut7 1.0	n ut7
nut8 1.0	n ut8
nut9 1.0	n ut9
o1 1.0	o1
o2 1.0	o2
o3 1.0	o3
o4 1.0	o4
o5 1.0	o5
o6 1.0	o6
o7 1.0	o7
o8 1.0	o8
o9 1.0	o9
oh1 1.0	oh1
oh2 1.0	oh2
oh3 1.0	oh3
oh4 1.0	oh4
oh5 1.0	oh5
oh6 1.0	oh6
oh7 1.0	oh7
oh8 1.0	oh8
oh9 1.0	oh9
ok1 1.0	ok1
ok2 1.0	ok2
ok3 1.0	ok3
ok4 1.0	ok4
ok5 1.0	ok5
ok6 1.0	ok6
ok7 1.0	ok7
ok8 1.0	ok8
ok9 1.0	ok9
om1 1.0	om1
om2 1.0	om2
om3 1.0	om3
om4 1.0	om4
om5 1.0	om5
om6 1.0	om6
om7 1.0	om7
om8 1.0	om8
om9 1.0	om9
ong1 1.0	ong1
ong2 1.0	ong2
ong3 1.0	ong3
ong4 1.0	ong4
ong5 1.0	ong5
